Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       3	       0	       2	       0	       0	       5	        0.60	         0.00	        0.40	         0.00	          0.00	          1.00	         4.40	            2	            2	            5	            6	            7
     1	       2	       1	       2	       0	       1	       6	        0.33	         0.17	        0.33	         0.00	          0.17	          1.00	         8.00	            4	            5	            9	           10	           12
     2	       1	       3	       4	       0	       3	      11	        0.09	         0.27	        0.36	         0.00	          0.27	          1.00	         8.55	            3	            5	            7	           12	           19
     3	       3	       3	       0	       2	       5	      13	        0.23	         0.23	        0.00	         0.15	          0.38	          1.00	        12.46	            2	            5	            7	           15	           43
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
