Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      65	     107	      27	      30	      59	     288	        0.23	         0.37	        0.09	         0.10	          0.20	          1.00	         5.52	            1	            3	            5	            7	           28
     1	       8	      17	       8	       8	      19	      60	        0.13	         0.28	        0.13	         0.13	          0.32	          1.00	         6.90	            1	            4	            7	            9	           15
     2	      10	      14	       4	      14	      19	      61	        0.16	         0.23	        0.07	         0.23	          0.31	          1.00	        10.15	            1	            5	            7	           10	           72
     3	      10	       8	       6	      14	      18	      56	        0.18	         0.14	        0.11	         0.25	          0.32	          1.00	         7.55	            1	            4	            7	           10	           32
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
