Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      95	      87	      24	      17	      31	     254	        0.37	         0.34	        0.09	         0.07	          0.12	          1.00	         3.99	            1	            2	            3	            5	           21
     1	      22	       6	       4	       0	       4	      36	        0.61	         0.17	        0.11	         0.00	          0.11	          1.00	         4.25	            1	            1	            3	            6	           21
     2	      21	      13	       1	       1	      11	      47	        0.45	         0.28	        0.02	         0.02	          0.23	          1.00	         5.02	            1	            1	            3	            9	           21
     3	      15	       7	       0	       6	       7	      35	        0.43	         0.20	        0.00	         0.17	          0.20	          1.00	         5.14	            1	            1	            4	            7	           21
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
