Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       3	       0	       6	       0	       0	       9	        0.33	         0.00	        0.67	         0.00	          0.00	          1.00	         6.44	            3	            4	            6	            7	           13
     1	       3	       0	       2	       0	       1	       6	        0.50	         0.00	        0.33	         0.00	          0.17	          1.00	         4.67	            3	            3	            6	            6	            6
     2	       2	       0	       2	       0	       0	       4	        0.50	         0.00	        0.50	         0.00	          0.00	          1.00	         5.25	            4	            4	            6	            7	            7
     3	       0	       1	       3	       1	       3	       8	        0.00	         0.13	        0.38	         0.13	          0.38	          1.00	         9.00	            4	            6	            9	           11	           18
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
