Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      72	     165	      35	      63	      22	     357	        0.20	         0.46	        0.10	         0.18	          0.06	          1.00	         4.74	            1	            3	            4	            6	           18
     1	      15	      14	       5	       8	       5	      47	        0.32	         0.30	        0.11	         0.17	          0.11	          1.00	         4.53	            1	            2	            5	            6	           14
     2	       6	      13	       3	       9	       7	      38	        0.16	         0.34	        0.08	         0.24	          0.18	          1.00	         6.74	            2	            3	            6	            9	           20
     3	       2	       4	       2	      10	      13	      31	        0.06	         0.13	        0.06	         0.32	          0.42	          1.00	         7.58	            1	            4	            7	           10	           20
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
