Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      51	      75	      36	      39	      49	     250	        0.20	         0.30	        0.14	         0.16	          0.20	          1.00	         6.53	            1	            4	            6	            9	           22
     1	       4	      18	       2	       7	      11	      42	        0.10	         0.43	        0.05	         0.17	          0.26	          1.00	         7.38	            1	            3	            7	            9	           36
     2	       2	      18	       5	      10	      11	      46	        0.04	         0.39	        0.11	         0.22	          0.24	          1.00	         6.87	            1	            3	            6	            9	           28
     3	       5	      15	       2	       7	       7	      36	        0.14	         0.42	        0.06	         0.19	          0.19	          1.00	         7.75	            1	            2	            5	            7	           95
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
