Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     1	       1	       1	       1	       0	       1	       4	        0.25	         0.25	        0.25	         0.00	          0.25	          1.00	         4.75	            3	            3	            5	            8	            8
     2	       5	       2	       2	       0	       0	       9	        0.56	         0.22	        0.22	         0.00	          0.00	          1.00	         4.22	            2	            3	            3	            5	            8
     3	       0	       2	       0	       0	       2	       4	        0.00	         0.50	        0.00	         0.00	          0.50	          1.00	         5.00	            2	            3	            7	            8	            8
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
