Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       5	      11	      16	       9	      11	      52	        0.10	         0.21	        0.31	         0.17	          0.21	          1.00	         5.10	            2	            4	            5	            7	           10
     1	       7	       6	       2	       2	       2	      19	        0.37	         0.32	        0.11	         0.11	          0.11	          1.00	         2.79	            1	            1	            2	            4	            8
     2	      11	       4	       0	       2	       6	      23	        0.48	         0.17	        0.00	         0.09	          0.26	          1.00	         5.30	            1	            2	            3	            9	           21
     3	       7	       5	       1	       2	       3	      18	        0.39	         0.28	        0.06	         0.11	          0.17	          1.00	         5.28	            1	            2	            3	            6	           23
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
