Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       3	      13	       2	       4	       1	      23	        0.13	         0.57	        0.09	         0.17	          0.04	          1.00	         4.04	            1	            2	            3	            6	           11
     1	       0	       6	       1	       0	       1	       8	        0.00	         0.75	        0.13	         0.00	          0.13	          1.00	         4.88	            2	            3	            5	            7	           11
     2	       0	       0	       0	       1	       2	       3	        0.00	         0.00	        0.00	         0.33	          0.67	          1.00	         8.00	            4	            4	            6	           14	           14
     3	       0	       1	       0	       0	       1	       2	        0.00	         0.50	        0.00	         0.00	          0.50	          1.00	         4.00	            3	            3	            5	            5	            5
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
