Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      87	      91	      43	      27	      33	     281	        0.31	         0.32	        0.15	         0.10	          0.12	          1.00	         4.24	            1	            3	            4	            5	           16
     1	      11	       7	       7	       8	       6	      39	        0.28	         0.18	        0.18	         0.21	          0.15	          1.00	         4.74	            1	            2	            4	            7	           12
     2	       5	      11	       2	       9	       6	      33	        0.15	         0.33	        0.06	         0.27	          0.18	          1.00	         9.27	            1	            2	            4	            6	           59
     3	       1	       5	       5	       2	       6	      19	        0.05	         0.26	        0.26	         0.11	          0.32	          1.00	         8.95	            1	            3	            6	           12	           32
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
