Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      55	      13	       3	       3	       5	      79	        0.70	         0.16	        0.04	         0.04	          0.06	          1.00	         3.22	            1	            1	            2	            3	           30
     1	      14	       3	       0	       1	       0	      18	        0.78	         0.17	        0.00	         0.06	          0.00	          1.00	         1.78	            1	            1	            1	            2	            6
     2	      11	      13	       1	       3	       3	      31	        0.35	         0.42	        0.03	         0.10	          0.10	          1.00	         4.16	            1	            2	            3	            4	           36
     3	       7	      19	       1	       2	       3	      32	        0.22	         0.59	        0.03	         0.06	          0.09	          1.00	         5.47	            1	            3	            3	            5	           28
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
