Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      18	      11	       4	       2	       6	      41	        0.44	         0.27	        0.10	         0.05	          0.15	          1.00	         3.49	            1	            3	            3	            5	            8
     1	       9	       2	       2	       0	       1	      14	        0.64	         0.14	        0.14	         0.00	          0.07	          1.00	         2.71	            1	            1	            3	            4	            8
     2	       5	       9	       1	       4	       3	      22	        0.23	         0.41	        0.05	         0.18	          0.14	          1.00	         4.27	            1	            4	            5	            5	            7
     3	       3	       9	       0	       0	       0	      12	        0.25	         0.75	        0.00	         0.00	          0.00	          1.00	         4.33	            2	            3	            4	            5	            8
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
