Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       6	      25	       2	       5	       3	      41	        0.15	         0.61	        0.05	         0.12	          0.07	          1.00	         4.27	            1	            2	            4	            5	           11
     1	       6	       8	       1	       3	       2	      20	        0.30	         0.40	        0.05	         0.15	          0.10	          1.00	         4.35	            1	            2	            3	            6	           15
     2	       6	       6	       1	       5	      12	      30	        0.20	         0.20	        0.03	         0.17	          0.40	          1.00	         9.47	            1	            3	           10	           13	           39
     3	       2	       7	       4	       4	       7	      24	        0.08	         0.29	        0.17	         0.17	          0.29	          1.00	         8.54	            1	            5	            9	           11	           24
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
