Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      25	      13	       9	       2	       1	      50	        0.50	         0.26	        0.18	         0.04	          0.02	          1.00	         3.38	            1	            2	            3	            4	           13
     1	       4	       0	       4	       1	       2	      11	        0.36	         0.00	        0.36	         0.09	          0.18	          1.00	         5.00	            1	            1	            6	            7	           12
     2	       7	       7	       1	       3	       0	      18	        0.39	         0.39	        0.06	         0.17	          0.00	          1.00	         3.11	            1	            1	            3	            5	            6
     3	       5	       5	       0	       1	       0	      11	        0.45	         0.45	        0.00	         0.09	          0.00	          1.00	         4.00	            1	            1	            4	            7	            8
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
