Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       4	       0	       1	       0	       0	       5	        0.80	         0.00	        0.20	         0.00	          0.00	          1.00	         3.40	            2	            3	            3	            3	            6
     1	       1	       0	       0	       0	       3	       4	        0.25	         0.00	        0.00	         0.00	          0.75	          1.00	         8.50	            1	           10	           11	           12	           12
     2	       0	       1	       3	       0	       1	       5	        0.00	         0.20	        0.60	         0.00	          0.20	          1.00	         7.00	            4	            6	            6	            7	           12
     3	       3	       3	       0	       1	       5	      12	        0.25	         0.25	        0.00	         0.08	          0.42	          1.00	         7.92	            1	            4	           11	           12	           16
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
