Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     1	       1	       1	       0	       0	       0	       2	        0.50	         0.50	        0.00	         0.00	          0.00	          1.00	         4.00	            2	            2	            6	            6	            6
     2	       1	       0	       0	       0	       2	       3	        0.33	         0.00	        0.00	         0.00	          0.67	          1.00	         6.00	            1	            1	            8	            9	            9
     3	       1	       1	       0	       0	       0	       2	        0.50	         0.50	        0.00	         0.00	          0.00	          1.00	        12.50	            7	            7	           18	           18	           18
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
