Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      26	      36	       7	       3	       4	      76	        0.34	         0.47	        0.09	         0.04	          0.05	          1.00	         4.46	            1	            2	            3	            6	           17
     1	       3	      10	       0	       4	       2	      19	        0.16	         0.53	        0.00	         0.21	          0.11	          1.00	         6.11	            1	            2	            7	            9	           12
     2	       1	       6	       1	       3	       6	      17	        0.06	         0.35	        0.06	         0.18	          0.35	          1.00	         8.76	            2	            5	            9	           12	           18
     3	       3	       7	       1	       3	       4	      18	        0.17	         0.39	        0.06	         0.17	          0.22	          1.00	         7.11	            1	            2	            6	            9	           22
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
