Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       4	       1	       0	       0	       3	       8	        0.50	         0.13	        0.00	         0.00	          0.38	          1.00	         7.38	            3	            6	            8	            9	           12
     1	       1	       3	       0	       2	       1	       7	        0.14	         0.43	        0.00	         0.29	          0.14	          1.00	         7.71	            3	            5	            8	            9	           13
     2	       0	      10	       2	       2	       6	      20	        0.00	         0.50	        0.10	         0.10	          0.30	          1.00	         7.90	            2	            7	            8	           10	           13
     3	       0	       0	       0	       0	       2	       2	        0.00	         0.00	        0.00	         0.00	          1.00	          1.00	        12.50	            7	            7	           18	           18	           18
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
