Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       5	       3	       8	       3	       9	      28	        0.18	         0.11	        0.29	         0.11	          0.32	          1.00	         5.25	            2	            4	            5	            6	            9
     1	       0	       0	       0	       0	       4	       4	        0.00	         0.00	        0.00	         0.00	          1.00	          1.00	         9.00	            7	            8	            9	           12	           12
     2	       2	       2	       0	       0	       3	       7	        0.29	         0.29	        0.00	         0.00	          0.43	          1.00	         9.71	            6	            6	            7	           10	           24
     3	       4	       1	       0	       0	       1	       6	        0.67	         0.17	        0.00	         0.00	          0.17	          1.00	         4.00	            1	            1	            6	            7	            8
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
