Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      12	       2	       5	       1	       0	      20	        0.60	         0.10	        0.25	         0.05	          0.00	          1.00	         2.85	            1	            2	            3	            3	            7
     1	       7	       3	       3	       0	       1	      14	        0.50	         0.21	        0.21	         0.00	          0.07	          1.00	         4.50	            1	            2	            3	            6	           20
     2	       5	       8	       1	       2	       6	      22	        0.23	         0.36	        0.05	         0.09	          0.27	          1.00	         6.55	            1	            3	            7	            9	           13
     3	       4	      10	       3	       2	       0	      19	        0.21	         0.53	        0.16	         0.11	          0.00	          1.00	         5.37	            1	            3	            6	            8	           10
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
