Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       0	       0	       0	       0	       1	       1	        0.00	         0.00	        0.00	         0.00	          1.00	          1.00	         5.00	            5	            5	            5	            5	            5
     1	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     2	       5	       0	       0	       0	       0	       5	        1.00	         0.00	        0.00	         0.00	          0.00	          1.00	         4.40	            2	            3	            3	            7	            7
     3	       2	       1	       1	       2	       2	       8	        0.25	         0.13	        0.13	         0.25	          0.25	          1.00	         5.00	            3	            4	            5	            7	            8
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
