Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      12	       7	      17	       6	      12	      54	        0.22	         0.13	        0.31	         0.11	          0.22	          1.00	         5.39	            1	            4	            5	            6	           16
     1	       8	       2	      12	       3	       8	      33	        0.24	         0.06	        0.36	         0.09	          0.24	          1.00	         5.06	            1	            3	            4	            5	           20
     2	       4	       1	       8	       7	      15	      35	        0.11	         0.03	        0.23	         0.20	          0.43	          1.00	         8.23	            1	            5	            8	           11	           20
     3	       2	       2	       4	       4	      15	      27	        0.07	         0.07	        0.15	         0.15	          0.56	          1.00	         8.85	            2	            6	            7	           11	           27
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
