Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      15	      21	      17	      14	      12	      79	        0.19	         0.27	        0.22	         0.18	          0.15	          1.00	         4.67	            1	            3	            4	            6	           19
     1	       0	      21	       4	      10	      14	      49	        0.00	         0.43	        0.08	         0.20	          0.29	          1.00	         6.71	            3	            5	            6	            8	           19
     2	       1	      15	       4	      10	      13	      43	        0.02	         0.35	        0.09	         0.23	          0.30	          1.00	         9.77	            4	            5	            8	           11	           38
     3	       1	      14	      10	      11	      41	      77	        0.01	         0.18	        0.13	         0.14	          0.53	          1.00	        20.48	            2	            8	           11	           20	          145
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
