Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       1	       0	       0	       0	       0	       1	        1.00	         0.00	        0.00	         0.00	          0.00	          1.00	         2.00	            2	            2	            2	            2	            2
     1	       4	       0	       0	       1	       1	       6	        0.67	         0.00	        0.00	         0.17	          0.17	          1.00	         6.67	            4	            5	            7	            7	           10
     2	       3	       0	       2	       0	       5	      10	        0.30	         0.00	        0.20	         0.00	          0.50	          1.00	         6.70	            3	            3	            6	           10	           12
     3	       0	       1	       2	       0	       3	       6	        0.00	         0.17	        0.33	         0.00	          0.50	          1.00	         8.17	            5	            6	            7	            9	           15
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
