Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       2	       0	       1	       0	       1	       4	        0.50	         0.00	        0.25	         0.00	          0.25	          1.00	         6.50	            5	            6	            7	            8	            8
     1	       6	       0	       4	       0	       0	      10	        0.60	         0.00	        0.40	         0.00	          0.00	          1.00	         8.40	            6	            6	            8	           10	           15
     2	       6	       0	       1	       0	       2	       9	        0.67	         0.00	        0.11	         0.00	          0.22	          1.00	         7.89	            6	            7	            8	            9	           10
     3	       1	       3	       0	       1	       3	       8	        0.13	         0.38	        0.00	         0.13	          0.38	          1.00	        10.38	            4	            9	           10	           14	           16
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
