Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      21	      39	      19	      16	      11	     106	        0.20	         0.37	        0.18	         0.15	          0.10	          1.00	         4.83	            1	            3	            5	            6	           13
     1	       1	       8	       1	       3	       4	      17	        0.06	         0.47	        0.06	         0.18	          0.24	          1.00	         7.29	            1	            3	            7	           10	           17
     2	       6	       6	       2	       4	       0	      18	        0.33	         0.33	        0.11	         0.22	          0.00	          1.00	         5.33	            1	            2	            5	            8	           11
     3	       2	      11	       1	       2	       1	      17	        0.12	         0.65	        0.06	         0.12	          0.06	          1.00	         5.53	            1	            3	            6	            7	           12
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
