Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       3	       0	       2	       1	       1	       7	        0.43	         0.00	        0.29	         0.14	          0.14	          1.00	         6.57	            6	            6	            7	            7	            7
     1	       1	       0	       0	       0	       2	       3	        0.33	         0.00	        0.00	         0.00	          0.67	          1.00	        12.00	            7	            7	           14	           15	           15
     2	       1	       1	       0	       0	       3	       5	        0.20	         0.20	        0.00	         0.00	          0.60	          1.00	        11.20	            2	            8	           10	           16	           20
     3	       0	       1	       0	       1	       1	       3	        0.00	         0.33	        0.00	         0.33	          0.33	          1.00	        13.33	           10	           10	           12	           18	           18
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
