Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       8	       2	       3	       4	       9	      26	        0.31	         0.08	        0.12	         0.15	          0.35	          1.00	         7.15	            1	            4	            7	            9	           18
     1	       2	       4	       2	       1	       8	      17	        0.12	         0.24	        0.12	         0.06	          0.47	          1.00	         7.65	            1	            5	            8	           11	           12
     2	       1	       2	       3	       1	       7	      14	        0.07	         0.14	        0.21	         0.07	          0.50	          1.00	         9.21	            1	            6	            9	           13	           19
     3	       1	      10	       0	       2	       5	      18	        0.06	         0.56	        0.00	         0.11	          0.28	          1.00	         9.44	            1	            6	           10	           14	           16
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
