Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       6	       1	       3	       1	       5	      16	        0.38	         0.06	        0.19	         0.06	          0.31	          1.00	         5.19	            2	            5	            6	            6	            8
     1	       1	       1	       1	       0	       0	       3	        0.33	         0.33	        0.33	         0.00	          0.00	          1.00	         5.00	            1	            1	            6	            8	            8
     2	       1	       5	       1	       4	       2	      13	        0.08	         0.38	        0.08	         0.31	          0.15	          1.00	         7.54	            1	            6	            6	           10	           13
     3	       0	       1	       1	       0	       4	       6	        0.00	         0.17	        0.17	         0.00	          0.67	          1.00	         9.00	            3	            7	           10	           11	           16
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
