Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       6	       3	       3	       2	       4	      18	        0.33	         0.17	        0.17	         0.11	          0.22	          1.00	         4.94	            2	            3	            4	            7	           11
     1	       2	       7	       1	       3	       1	      14	        0.14	         0.50	        0.07	         0.21	          0.07	          1.00	         5.50	            2	            3	            5	            6	           14
     2	       7	       6	       0	       2	       2	      17	        0.41	         0.35	        0.00	         0.12	          0.12	          1.00	         4.71	            1	            2	            4	            6	           15
     3	       2	       6	       4	       0	       4	      16	        0.13	         0.38	        0.25	         0.00	          0.25	          1.00	         6.81	            2	            3	            8	            9	           15
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
