Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      21	       1	       9	       4	      11	      46	        0.46	         0.02	        0.20	         0.09	          0.24	          1.00	         4.74	            1	            2	            5	            7	           10
     1	       7	       6	       4	       3	       2	      22	        0.32	         0.27	        0.18	         0.14	          0.09	          1.00	         6.23	            1	            3	            6	            8	           19
     2	       8	      12	       4	       3	       5	      32	        0.25	         0.38	        0.13	         0.09	          0.16	          1.00	         8.09	            1	            3	            7	            9	           60
     3	       9	       9	       5	       2	       6	      31	        0.29	         0.29	        0.16	         0.06	          0.19	          1.00	         6.77	            1	            1	            6	            8	           28
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
