Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      16	      16	       9	      10	      13	      64	        0.25	         0.25	        0.14	         0.16	          0.20	          1.00	         5.94	            1	            4	            6	            8	           13
     1	       3	      12	       6	       3	       5	      29	        0.10	         0.41	        0.21	         0.10	          0.17	          1.00	         5.31	            1	            3	            6	            7	           11
     2	       0	      21	       6	       4	       5	      36	        0.00	         0.58	        0.17	         0.11	          0.14	          1.00	         6.86	            3	            5	            6	            9	           19
     3	       0	      14	       3	       1	       5	      23	        0.00	         0.61	        0.13	         0.04	          0.22	          1.00	         6.30	            2	            3	            5	            9	           15
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
