Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     1	       4	       1	       1	       0	       0	       6	        0.67	         0.17	        0.17	         0.00	          0.00	          1.00	         3.33	            2	            2	            3	            3	            8
     2	       3	       0	       1	       0	       1	       5	        0.60	         0.00	        0.20	         0.00	          0.20	          1.00	         5.40	            2	            3	            5	            7	           10
     3	       2	       0	       1	       0	       1	       4	        0.50	         0.00	        0.25	         0.00	          0.25	          1.00	         6.50	            4	            6	            7	            9	            9
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
