Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      10	       3	       0	       0	       0	      13	        0.77	         0.23	        0.00	         0.00	          0.00	          1.00	         2.38	            1	            2	            2	            3	            4
     1	       9	       1	       3	       1	       0	      14	        0.64	         0.07	        0.21	         0.07	          0.00	          1.00	         3.86	            1	            3	            4	            5	            8
     2	       8	       3	       3	       3	       3	      20	        0.40	         0.15	        0.15	         0.15	          0.15	          1.00	         4.25	            1	            3	            4	            6	            9
     3	       7	       4	       2	       1	       5	      19	        0.37	         0.21	        0.11	         0.05	          0.26	          1.00	         7.11	            1	            3	            5	           11	           21
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
