Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      40	      62	      29	      16	      20	     167	        0.24	         0.37	        0.17	         0.10	          0.12	          1.00	         5.25	            1	            3	            4	            6	           52
     1	       6	      13	       3	       2	      14	      38	        0.16	         0.34	        0.08	         0.05	          0.37	          1.00	         7.08	            1	            3	            6	            8	           21
     2	       4	      17	       0	       1	       8	      30	        0.13	         0.57	        0.00	         0.03	          0.27	          1.00	         6.93	            1	            2	            5	            8	           21
     3	       2	       9	       2	       3	       9	      25	        0.08	         0.36	        0.08	         0.12	          0.36	          1.00	        11.84	            2	            5	            6	           10	           46
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
