Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      24	       5	      19	       0	      11	      59	        0.41	         0.08	        0.32	         0.00	          0.19	          1.00	         5.22	            2	            4	            5	            6	           11
     1	       6	       1	       3	       1	      10	      21	        0.29	         0.05	        0.14	         0.05	          0.48	          1.00	         6.48	            2	            6	            7	            8	           10
     2	       2	       5	       2	       1	      23	      33	        0.06	         0.15	        0.06	         0.03	          0.70	          1.00	         7.85	            4	            6	            8	            9	           14
     3	       2	      12	       5	       7	      14	      40	        0.05	         0.30	        0.13	         0.18	          0.35	          1.00	         8.08	            3	            6	            8	           10	           15
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
