Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      21	      10	       2	       3	       8	      44	        0.48	         0.23	        0.05	         0.07	          0.18	          1.00	         5.14	            1	            3	            4	            6	           22
     1	       4	       3	       1	       1	       1	      10	        0.40	         0.30	        0.10	         0.10	          0.10	          1.00	         6.90	            2	            4	            5	           11	           18
     2	       2	       2	       0	       0	       1	       5	        0.40	         0.40	        0.00	         0.00	          0.20	          1.00	         7.80	            4	            6	            7	           10	           12
     3	       0	       1	       1	       3	       1	       6	        0.00	         0.17	        0.17	         0.50	          0.17	          1.00	         6.50	            4	            6	            6	            8	            9
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
