Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      18	      13	      19	       2	       5	      57	        0.32	         0.23	        0.33	         0.04	          0.09	          1.00	         3.68	            1	            2	            3	            4	           12
     1	       2	       5	       2	       1	       3	      13	        0.15	         0.38	        0.15	         0.08	          0.23	          1.00	        10.31	            2	            2	            3	           10	           64
     2	       2	       6	       5	       0	       5	      18	        0.11	         0.33	        0.28	         0.00	          0.28	          1.00	         8.28	            2	            3	            3	            5	           62
     3	       1	      12	       6	       2	       1	      22	        0.05	         0.55	        0.27	         0.09	          0.05	          1.00	         4.23	            2	            3	            4	            5	            9
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
