Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       6	       1	       1	       1	       0	       9	        0.67	         0.11	        0.11	         0.11	          0.00	          1.00	         2.67	            2	            2	            2	            2	            7
     1	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     2	       5	       0	       1	       0	       0	       6	        0.83	         0.00	        0.17	         0.00	          0.00	          1.00	         3.50	            1	            1	            3	            5	            9
     3	      16	       0	       2	       0	       5	      23	        0.70	         0.00	        0.09	         0.00	          0.22	          1.00	         6.04	            3	            5	            6	            7	            9
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
