Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      21	      74	      10	      12	       7	     124	        0.17	         0.60	        0.08	         0.10	          0.06	          1.00	         4.73	            1	            3	            4	            6	           15
     1	       2	       5	       2	       0	       3	      12	        0.17	         0.42	        0.17	         0.00	          0.25	          1.00	         7.25	            1	            4	            7	           12	           19
     2	       0	       2	       0	       5	       4	      11	        0.00	         0.18	        0.00	         0.45	          0.36	          1.00	        14.82	            5	            7	            8	           15	           60
     3	       0	       0	       0	       4	       3	       7	        0.00	         0.00	        0.00	         0.57	          0.43	          1.00	         9.57	            6	            6	            8	           10	           22
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
