Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       5	       0	       1	       0	       2	       8	        0.63	         0.00	        0.13	         0.00	          0.25	          1.00	         4.50	            2	            3	            5	            7	            8
     1	       2	       0	       2	       1	       2	       7	        0.29	         0.00	        0.29	         0.14	          0.29	          1.00	         7.14	            4	            4	            7	           11	           12
     2	       2	       0	       4	       2	       2	      10	        0.20	         0.00	        0.40	         0.20	          0.20	          1.00	         7.70	            3	            3	            7	            9	           23
     3	       1	       0	       2	       1	       9	      13	        0.08	         0.00	        0.15	         0.08	          0.69	          1.00	        18.08	            3	           10	           13	           31	           41
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
