Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       1	       0	       0	       2	       1	       4	        0.25	         0.00	        0.00	         0.50	          0.25	          1.00	         6.00	            5	            5	            6	            8	            8
     1	       4	       0	       3	       0	       3	      10	        0.40	         0.00	        0.30	         0.00	          0.30	          1.00	         6.10	            2	            4	            5	            9	           11
     2	       2	       0	       2	       0	       5	       9	        0.22	         0.00	        0.22	         0.00	          0.56	          1.00	         7.00	            5	            6	            6	            8	           10
     3	       2	       1	       3	       2	       3	      11	        0.18	         0.09	        0.27	         0.18	          0.27	          1.00	         7.36	            5	            5	            7	            9	           11
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
