Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       2	       0	       2	       0	       0	       4	        0.50	         0.00	        0.50	         0.00	          0.00	          1.00	         4.25	            3	            4	            5	            5	            5
     1	       7	       0	       0	       2	       2	      11	        0.64	         0.00	        0.00	         0.18	          0.18	          1.00	         4.82	            2	            4	            5	            6	            8
     2	      12	       0	       6	       1	      11	      30	        0.40	         0.00	        0.20	         0.03	          0.37	          1.00	         5.93	            3	            5	            6	            7	           10
     3	       0	       3	       1	       1	       3	       8	        0.00	         0.38	        0.13	         0.13	          0.38	          1.00	         5.75	            4	            5	            6	            7	            8
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
