Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       6	       0	       7	       3	       3	      19	        0.32	         0.00	        0.37	         0.16	          0.16	          1.00	         5.53	            1	            4	            5	            7	           10
     1	       3	       1	       0	       0	       0	       4	        0.75	         0.25	        0.00	         0.00	          0.00	          1.00	         4.25	            3	            3	            4	            7	            7
     2	      15	      10	       0	       2	       6	      33	        0.45	         0.30	        0.00	         0.06	          0.18	          1.00	         6.27	            1	            3	            6	            9	           14
     3	       2	       2	       3	       6	       6	      19	        0.11	         0.11	        0.16	         0.32	          0.32	          1.00	        10.89	            1	            7	           10	           13	           34
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
