Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     1	       1	       0	       0	       0	       0	       1	        1.00	         0.00	        0.00	         0.00	          0.00	          1.00	         2.00	            2	            2	            2	            2	            2
     2	       3	       0	       0	       0	       2	       5	        0.60	         0.00	        0.00	         0.00	          0.40	          1.00	         6.60	            2	            2	            5	            6	           18
     3	       2	       0	       2	       2	       4	      10	        0.20	         0.00	        0.20	         0.20	          0.40	          1.00	         7.10	            2	            3	            5	            6	           24
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
