Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       0	       0	       1	       0	       0	       1	        0.00	         0.00	        1.00	         0.00	          0.00	          1.00	         3.00	            3	            3	            3	            3	            3
     1	       3	       0	       1	       0	       1	       5	        0.60	         0.00	        0.20	         0.00	          0.20	          1.00	         5.20	            3	            4	            5	            6	            8
     2	       1	       0	       0	       0	       0	       1	        1.00	         0.00	        0.00	         0.00	          0.00	          1.00	         3.00	            3	            3	            3	            3	            3
     3	       1	       1	       0	       0	       1	       3	        0.33	         0.33	        0.00	         0.00	          0.33	          1.00	         7.00	            4	            4	            5	           12	           12
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
