Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      11	      18	       7	       6	      10	      52	        0.21	         0.35	        0.13	         0.12	          0.19	          1.00	         5.52	            1	            3	            5	            7	           11
     1	       1	       3	       0	       6	       0	      10	        0.10	         0.30	        0.00	         0.60	          0.00	          1.00	         5.90	            2	            4	            6	            7	           12
     2	       2	       3	       2	       3	       5	      15	        0.13	         0.20	        0.13	         0.20	          0.33	          1.00	         6.93	            3	            4	            7	            9	           11
     3	       0	       1	       3	       2	       7	      13	        0.00	         0.08	        0.23	         0.15	          0.54	          1.00	         9.00	            4	            8	            9	           10	           16
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
