Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	      37	      70	      13	      13	       9	     142	        0.26	         0.49	        0.09	         0.09	          0.06	          1.00	         4.01	            1	            2	            3	            5	           13
     1	       0	      20	       2	       5	       3	      30	        0.00	         0.67	        0.07	         0.17	          0.10	          1.00	         4.60	            2	            3	            4	            6	           11
     2	       5	      22	       1	       6	       8	      42	        0.12	         0.52	        0.02	         0.14	          0.19	          1.00	         6.60	            1	            3	            5	            8	           25
     3	       3	      18	       4	       3	      14	      42	        0.07	         0.43	        0.10	         0.07	          0.33	          1.00	         8.14	            1	            3	            7	           12	           25
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
