Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       5	      11	       1	       0	       2	      19	        0.26	         0.58	        0.05	         0.00	          0.11	          1.00	         3.53	            1	            2	            2	            6	            8
     1	       1	       3	       0	       3	       1	       8	        0.13	         0.38	        0.00	         0.38	          0.13	          1.00	         3.88	            1	            2	            4	            6	            7
     2	       2	       5	       0	       0	       0	       7	        0.29	         0.71	        0.00	         0.00	          0.00	          1.00	         2.71	            1	            2	            2	            3	            7
     3	       2	       3	       2	       3	       1	      11	        0.18	         0.27	        0.18	         0.27	          0.09	          1.00	         4.73	            1	            3	            5	            6	           11
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
