Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     1	       1	       0	       0	       0	       2	       3	        0.33	         0.00	        0.00	         0.00	          0.67	          1.00	        15.67	            9	            9	           12	           26	           26
     2	       0	       0	       1	       0	       1	       2	        0.00	         0.00	        0.50	         0.00	          0.50	          1.00	         9.00	            7	            7	           11	           11	           11
     3	       2	       0	       0	       0	       0	       2	        1.00	         0.00	        0.00	         0.00	          0.00	          1.00	        12.50	            8	            8	           17	           17	           17
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
