Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	     120	     506	     114	     145	      65	     950	        0.13	         0.53	        0.12	         0.15	          0.07	          1.00	         4.75	            1	            3	            4	            6	           18
     1	       0	      38	      10	      11	       8	      67	        0.00	         0.57	        0.15	         0.16	          0.12	          1.00	         7.36	            2	            5	            7	           10	           14
     2	       2	      62	       6	      10	      18	      98	        0.02	         0.63	        0.06	         0.10	          0.18	          1.00	         6.24	            2	            3	            7	            9	           13
     3	       2	      26	       5	      13	       7	      53	        0.04	         0.49	        0.09	         0.25	          0.13	          1.00	         6.58	            1	            4	            7	            9	           14
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
