Period	  All1st	 AllLast	  All2nd	 AllPenU	AllOther	AllTotal	     All1st%	     AllLast%	     All2nd%	     AllPenU%	     AllOther%	     AllTotal%	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max
     0	       4	       7	       5	       3	       6	      25	        0.16	         0.28	        0.20	         0.12	          0.24	          1.00	         5.68	            2	            4	            5	            8	           12
     1	       0	       0	       0	       0	       3	       3	        0.00	         0.00	        0.00	         0.00	          1.00	          1.00	        10.00	            9	            9	           10	           11	           11
     2	       1	       0	       1	       0	       1	       3	        0.33	         0.00	        0.33	         0.00	          0.33	          1.00	        10.67	            4	            4	           12	           16	           16
     3	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
     4	       0	       0	       0	       0	       0	       0	            	             	            	             	              	              	             	             	             	             	             	             
