Sourcerecord id 	ISSN	E-ISSN	CSA Source Title (publications from CSA databases only available for entitled users)	CSA databases to which CSA-unique journals belong (see second tab for explanation of abbreviations)	Added since last version	Source Type	Active or Inactive	Coverage	"Open Acces status, i.e., registered in DOAJ (www.doaj.org)"	Title history indication	Related title 1	Related title 2	Related title 3	Related title 4	Publisher's Name 	Country 	Region	Classification Top Level	Classification (Primary) Level 1	Classification 2	Classification 3	Classification 4	Classification 5						
5800172262	09148035		JOURNAL OF AMERICAN AND CANADIAN STUDIES	CSAWPS		Journal	Inactive	"1992-1998, 1988-1989 "	Not OA						"Sophia University, Institute of American and Canadian Studies"	Japan	Asia Pacific (without Russia/CIS and Middle East)												
5700168950	00218731		Journal of American Indian Education	"CSALLB, CSASSA, CSASA"		Journal	Active	"2003-2005 2000, 1998, 1988-1996, 1979-1986, 1976-1976, 1973-1974 "	Not OA						Center for Indian Education	United States	North America	Social Sciences	Psychology	Arts and Humanities	Neuroscience	Social Sciences	Health Professions						
5700156184	10529950		Journal of Analytic Social Work	"CSASSA, CSASA"		Journal	Inactive	1993-1998 	Not OA	Continued as	Psychoanalytic Social Work				Haworth Press Inc.	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5600155445	10827161		Journal of Appalachian Studies	"CSASSA, CSALLB, CSASA"		Journal	Active	"2004 2000-2001, 1996-1998 "	Not OA						West Virginia University	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5800208050	14797887 	17431743 	Journal of Applied Linguistics	CSALLB		Journal	Inactive	2004-2005	Not OA						Equinox Publishing Ltd	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
6000166091	10449140		Journal of Art	CSAART		Journal	Inactive	1988-1991 	Not OA	Continued as	Art Newspaper				Journal of Art Enterprises	United States	North America	Social Sciences	Arts and Humanities										
15400155000	02609991 		Journal of Art and Design Education	"CSADAA, CSAART"		Journal	Inactive	1986-2003	Not OA	Continued as	International Journal of Art and Design Education				Carfax Publishing Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6000166172	07335113		Journal of Arts Management and Law	CSAART		Journal	Inactive	1987-1991 	Not OA	Continued as	"Journal of Arts Management, Law and Society"				"Helen Dwight Reid Educational Foundation, etc."	United States	North America	Social Sciences	Arts and Humanities										
5700155569	10972129 		Journal of Asian American Studies	"CSAWPS, CSASA"		Journal	Active	"2008-ongoing, 2005-2006, 2001-2002, 1998 "	Not OA						The Johns Hopkins University Press	United States	North America	Social Sciences	Social Sciences	Psychology									
5900152779	1449275X		Journal of Australian Ceramics	"CSAART, CSADAA"		Journal	Active	1987-ongoing 	Not OA						Australian Ceramics Association	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5800207392	10847219		Journal of Baccalaureate Social Work	CSASSA		Journal	Active	"1998-ongoing, 1996 "	Not OA						University of Arkansas	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5700182692	01471635		Journal of Basic Writing	"CSALLB, CSASA"		Journal	Active	"2000-2005, 1988-1997 "	Not OA						City University of New York	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
12100156292	10093370 		Journal of Beijing Institute of Technology (Social Sciences Edition)	CSAWPS		Journal	Active	2006	Not OA						Beijing Ligong Daxue/Beijing Institute of Technology	China	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Social Sciences										
17600155301	17434521	17551714	Journal of British Cinema and Television	CSABHI		Journal	Active	2004-ongoing 							Edinburgh University Press Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6000160115	03154297		Journal of Canadian Art History	CSAART		Journal	Inactive	"1986-1996, 1984-1984 "	Not OA						Concordia University	Canada	North America	Social Sciences	Arts and Humanities										
17600155323	15480712		Journal of Catholic Social Thought	"CSAWPS, CSASA"		Journal	Active	2004-ongoing 							Villanova University	United States	North America	Social Sciences	Social Sciences	Environmental Science									
5800209580	10783911		Journal of Celtic Language Learning	CSALLB		Journal	Active	"2004-ongoing, 1999-2001, 1995-1997"							North American Association of Celtic Language Teachers	United States	North America	Social Sciences	Arts and Humanities	Psychology									
5700164392	07419481		Journal of Child and Youth Care Work	"CSASSA, CSASA"		Journal	Active	2003-2005 	Not OA						"Association for Child & Youth Care Practice, Inc."	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5600155215	10796126		Journal of Children & Poverty	"CSASSA, CSAWPS, CSASA"		Journal	Active	2000-ongoing 	Not OA						Institute for Children and Poverty	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
12100156106	17482798 		Journal of Children and Media	CSABHI		Journal	Active	2008-ongoing	Not OA						Routledge	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800208111	02195968		Journal of Chinese Language and Computing	CSALLB		Journal	Active	2000-2004 	Not OA	Formerly known as	Communications of COLIPS				National University of Singapore	Singapore	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5700162250	15323285		"Journal of Clinical Activities, Assignments & Handouts in Psychotherapy Practice"	"CSASSA, CSASA"		Journal	Inactive	2001-2002 	Not OA	Continued as	Journal of Creativity in Mental Health				Haworth Clinical Practical Press	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5700166926	15203972		Journal of Cold War Studies	"CSAWPS, CSASA"		Journal	Active	2001-ongoing 	Not OA						MIT Press	United States	North America	Social Sciences	Psychology	Social Sciences									
12100155989	17486831 		Journal of Comparative Social Welfare	"CSASSA, CSASA"		Journal	Active	2006-ongoing 	Not OA	Formerly known as	New Global Development				Routledge	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Environmental Science	Social Sciences									
5700170929	08974446		Journal of Couples Therapy	"CSASSA, CSASA"		Journal	Inactive	1990-2001 	Not OA	Continued as	Journal of Couple and Relationship Therapy				Haworth Press Inc.	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5700165814	00220205		"Journal of Criminal Law, Criminology and Police Science"	CSASA		Journal	Inactive	"1970-1972, 1957-1961 "	Not OA	Continued as	Journal of Police Science and Administration	Journal of Criminal Law and Criminology			Williams & Wilkins Co.	United States	North America	Social Sciences	Psychology	Social Sciences									
5700162101	15950956		Journal of Cultural Studies	"CSASSA, CSAWPS, CSASA"		Journal	Active	2001-2004 	Not OA						African Cultural Initiatives	Nigeria	"Middle East, Africa"	Social Sciences	Psychology	Social Sciences	Health Professions								
5800207659	00220256		Journal of Cuneiform Studies	CSALLB		Journal	Active	"2005, 1994-2003, 1987-1991 "	Not OA						American Schools of Oriental Research	United States	North America	Social Sciences	Psychology	Arts and Humanities									
19900189363	18681026 	18684874 	Journal of Current Chinese Affairs - China Aktuell	"CSAWPS, CSASA"	Added	Journal	Active	2009-ongoing 	Not OA						Institut fur Asienkunde	Germany	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
19900190213	18681034 	18684882 	Journal of Current Southeast Asian Affairs	"CSAWPS, CSASA"	Added	Journal	Active	2009-ongoing 	Not OA						Institut fur Asienkunde	Germany	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5900152897	17483050 	15691551 	Journal of Design Research	CSADAA		Journal	Active	2006-ongoing	Not OA						Inderscience Publishers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700162461	12291234		Journal of East Asian Social Thoughts	"CSAWPS, CSASA"		Journal	Active	2002-2005 	Not OA						Association of East Asian Social Thoughts			Social Sciences	Social Sciences										
17700155500	15286509		Journal of Ecological Anthropology	CSASA		Journal	Active	2007-ongoing 							University of South Florida	United States	North America	Social Sciences	Social Sciences										
5800169309	02608359		JOURNAL OF ECONOMIC AFFAIRS	CSAWPS		Journal	Inactive	1980-1982 	Not OA	Continued as	Economic Affairs				Basil Blackwell	United Kingdom	Western Europe (incl. Israel)												
5700161731	10824669 		Journal of Education for Students Placed at Risk	"CSALLB, CSASSA, CSASA"		Journal	Active	2001-ongoing	Not OA						Lawrence Erlbaum Associates Inc.	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5700157737	00472395 	15413810 	Journal of Educational Technology Systems	"CSALLB, CSASA"		Journal	Inactive	"2006-2007, 2004, 2002, 1999-2000, 1992-1997 "	Not OA						"Baywood Publishing Co., Inc."	United States	North America	Social Sciences	Arts and Humanities										
5700165635	17457289		"Journal of Elections, Public Opinion and Parties"	"CSAWPS, CSASA"		Journal	Active	2005-ongoing 	Not OA	Formerly known as	British Elections and Parties Review				Routledge	United States	North America	Social Sciences	Social Sciences										
5600155224	14608464		Journal of European Area Studies	"CSAWPS, CSASA"		Journal	Inactive	2000-2002 	Not OA	Continued as	Journal of Contemporary European Studies				Carfax Publishing Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Environmental Science	Social Sciences								
5700162364	07036337	14772280	Journal of European Integration	"CSALLB, CSAWPS, CSASA"		Journal	Active	2002-ongoing 	Not OA						Carfax Publishing Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800169635	02613190		JOURNAL OF EUROPEAN TRAINING	CSAWPS		Journal	Active	2007-ongoing 	Not OA	Continued as	Journal of European Industrial Training				MCB European Training Limited	United Kingdom	Western Europe (incl. Israel)												
5600153362	10838147		"Journal of Gay, Lesbian, and Bisexual Identity"	"CSASSA, CSASA"		Journal	Inactive	1998-1999 	Not OA	Continued as	International Journal of Sexuality and Gender Studies				Human Sciences Press	United States	North America	Social Sciences	Psychology	Social Sciences									
5700168391	17449626 		Journal of Global Ethics	"CSAWPS, CSASA"		Journal	Active	2005-ongoing	Not OA						Routledge	United States	North America	Social Sciences	Social Sciences										
19900191475	19481837 		Journal of Globalization and Development	CSAWPS	Added	Journal	Active	2010-ongoing 	Not OA						Berkeley Electronic Press	United States	North America	Social Sciences	Social Sciences										
5800207817	15665844		Journal of Greek Linguistics	CSALLB		Journal	Active	2000-2005 	Not OA						John Benjamins Publishing Company	Netherlands	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Neuroscience	Health Professions							
5600155016	14649888	14699576	Journal of Human Development	"CSAWPS, CSASA"		Journal	Active	2004 2000-2001 	Not OA						Carfax Publishing Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
19900188114	19452829 	19452837 	Journal of Human Development and Capabilities	"CSAWPS, CSASA"	Added	Journal	Active	2010-ongoing 	Not OA						Routledge	United States	North America	Social Sciences	Social Sciences	Psychology									
5800215065	08957258		"Journal of Indo-European Studies, Monograph Series"	CSALLB		Journal	Inactive	"1995-1997, 1991-1992, 1989-1989, 1985-1985 "	Not OA						Journal of Indo-European Studies	United States	North America	Social Sciences	Psychology	Arts and Humanities									
19700170417	19331681 	1933169X 	Journal of Information Technology & Politics	CSAWPS		Journal	Active	2007-ongoing 	Not OA						Routledge	United States	North America	Social Sciences	Social Sciences										
5700152719	00941956		Journal of Instructional Psychology	"CSALLB, CSASSA, CSASA"		Journal	Active	"1980-2004, 1975-1975 "	Not OA						V-U Publishing Co.	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5800212945	0899885X		Journal of Intensive English Studies	CSALLB		Journal	Inactive	1990-1999 	Not OA						University of Arizona	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800207412	14041634		Journal of Intercultural Communication	"CSALLB, CSASSA, CSASA"		Journal	Active	2004-ongoing							University of Goteborg	Sweden	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities	Social Sciences	Psychology								
5700153432	08900132		Journal of Interdisciplinary Studies	"CSAWPS, CSASA"		Journal	Inactive	"2001, 1994-1997, 1989-1992 "	Not OA						Institute for Interdisciplinary Research	United States	North America	Social Sciences	Psychology	Agricultural and Biological Sciences	Social Sciences								
5900152868	10717641		Journal of Interior Design	"CSAART, CSADAA, CSASA"		Journal	Active	1993-ongoing 	Not OA						Interior Design Educators Council	United States	North America	Social Sciences	Arts and Humanities	Social Sciences									
5700163129	12268550		Journal of International and Area Studies	"CSAWPS, CSASA"		Journal	Active	2002-2005 	Not OA						Seoul National University	"Korea, Republic of"	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Social Sciences									
19700170034	17122988 		Journal of International Law and International Relations	CSAWPS		Journal	Active	2004-ongoing 	Not OA						University of Toronto Press	Canada	North America	Social Sciences	Social Sciences										
19900191564	18764104 		Journal of International Peacekeeping	CSAWPS	Added	Journal	Active	2010-ongoing 	Not OA						Brill	Netherlands	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
12100156325	17502977 		Journal of Intervention and Statebuilding	CSAWPS		Journal	Active	2007-ongoing	Not OA						Routledge	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
17600155318	19552629		Journal of Language Contact	CSALLB		Journal	Active	2007-ongoing 							Journal of Language Contact Publishers	France	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities	Psychology									
5700169318	87550504		Journal of Language for International Business	"CSALLB, CSASA"		Journal	Inactive	"1996-2003, 1994 "	Not OA						"Department of Modern Languages, American Graduate School of International Management"	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
12100155706	15348458 		"Journal of Language, Identity, and Education"	CSALLB		Journal	Active	2006-ongoing 	Not OA						"Lawrence Erlbaum Associates, Inc."	United States	North America	Social Sciences	Arts and Humanities										
5800171982	03872882		Journal of Law and Politics	CSAWPS		Journal	Inactive	1989-1999 	Not OA						Kyushu University	Japan	Asia Pacific (without Russia/CIS and Middle East)												
5600155459	07329113		Journal of Legal Pluralism and Unofficial Law	"CSASSA, CSAWPS, CSASA"		Journal	Inactive	"2000, 1992-1997, 1989-1990, 1983-1987 "	Not OA						William S. Hein & Company	United States	North America	Social Sciences	Psychology	Environmental Science	Social Sciences								
11600153430	02564718 		Journal of Literary Studies	CSABHI		Journal	Active	2007-ongoing	Not OA						South African Society for General Literary Studies	South Africa	"Middle East, Africa"	Social Sciences	Arts and Humanities										
11600153442	17459737 	17459745 	Journal of Mathematics and Music	CSABHI		Journal	Active	2007-ongoing	Not OA						Taylor & Francis	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
11600153445	17513472 		Journal of Mathematics and the Arts	CSABHI		Journal	Active	2007-ongoing	Not OA						Taylor & Francis	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6000153121	14682753 		Journal of Media Practice	"CSAART, CSABHI"		Journal	Active	"2006-ongoing, 2002-2004"	Not OA						Intellect Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
19900188434	19409397 	19409400 	Journal of Media Sociology	CSASA	Added	Journal	Active	2009-ongoing 	Not OA						Marquette Books LLC	United States	North America	Social Sciences	Social Sciences	Psychology									
5700165614	15525864 		Journal of Middle East Women's Studies	"CSAWPS, CSASA"		Journal	Active	2005-2006	Not OA						Indiana University Press	United States	North America	Social Sciences	Psychology	Social Sciences									
11600153629	1488559X		Journal of Military and Strategic Studies	"CSASSA, CSAWPS"		Journal	Active	2005-ongoing							Centre for Military and Strategic Studies	Canada	North America	Social Sciences	Social Sciences										
14000155887	17535654 	17535662 	Journal of Modern Chinese History	CSABHI		Journal	Active	2007-ongoing	Not OA						Routledge	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
14000155246	17496772 	17496780 	Journal of Modern Craft	CSADAA		Journal	Active	2008-ongoing 	Not OA						Berg Publishers	United States	North America	Social Sciences	Arts and Humanities										
5700162134	14725886 		Journal of Modern Jewish Studies	"CSALLB, CSAWPS, CSASA"		Journal	Active	"2006-ongoing, 2003-2004 "	Not OA						Carfax Publishers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
11600153472	17447143	17476615	Journal of Multicultural Discourses	CSALLB		Journal	Active	2006-ongoing							Multilingual Matters Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities	Psychology									
5700156247	10536981		Journal of Narrative and Life History	"CSALLB, CSASA"		Journal	Inactive	1991-1997 	Not OA	Continued as	Narrative Inquiry				"Lawrence Erlbaum Associates, Inc."	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5700185094	02590131		Journal of Northwest Semitic Languages	"CSALLB, CSASA"		Journal	Active	1995-2005 	Not OA						Universiteit Stellenbosch	South Africa	"Middle East, Africa"	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5600152953	13200038		Journal of Occupational Science: Australia	"CSASSA, CSASA"		Journal	Inactive	"1999, 1993-1997 "	Not OA						"School of Ocupational Therapy, University of South Australia"	Australia	Australia/New Zealand	Social Sciences	Social Sciences	Health Professions									
5800207707	13458353		Journal of Pan-Pacific Association of Applied Linguistics	CSALLB		Journal	Active	1999-2005 	Not OA						Hankuk Publishing Co.	"Korea, Republic of"	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5700152854	08980306	15284190	Journal of Policy History	"CSASSA, CSAWPS, CSASA"		Journal	Active	"2001-2004, 1991-1997 "	Not OA						Pennsylvania State University	United States	North America	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Social Sciences	Health Professions						
12100156092	15512169 	15512177 	Journal of Political Science Education	"CSAWPS, CSASA"		Journal	Active	2005-ongoing 	Not OA						Taylor and Francis	United States	North America	Social Sciences	Social Sciences										
19900191425	1866802X 		Journal of Politics in Latin America	CSAWPS	Added	Journal	Active	2009-ongoing 	Not OA						Institut fur Iberoamerika-Kunde	Germany	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5600153619	10183841		Journal of Population Studies	"CSASSA, CSAWPS, CSASA"		Journal	Active	"1996-2005, 1994, 1992, 1987-1990 "	Not OA						National Taiwan University	Taiwan	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Social Sciences	Health Professions								
5800207745	16454537		Journal of Portuguese Linguistics	CSALLB		Journal	Active	2002-ongoing 	Not OA						Edicoes Colibri	Portugal	Eastern Europe (incl. Russia and CIS)	Social Sciences	Psychology	Arts and Humanities									
19700170098	19322887 	19322895 	Journal of Psychological Trauma	CSASSA		Journal	Inactive	2007-ongoing 	Not OA						Haworth Press Inc.	United States	North America	Social Sciences	Social Sciences										
5800170480	15236803		Journal of Public Affairs Education - J-PAE	CSAWPS		Journal	Inactive	1998-2003 	Not OA						National Association of Schools of Public Affairs and Administration	United States	North America	Social Sciences	Social Sciences										
11600153707	10963367 		"Journal of Public Budgeting, Accounting & Financial Management"	CSAWPS		Journal	Active	2006	Not OA						PrAcademics Press	United States	North America	Social Sciences	Social Sciences										
12100156347	15350118 		Journal of Public Procurement	CSASA		Journal	Active	2007-ongoing	Not OA									Social Sciences	Social Sciences										
5700169145	09222995	15731073	Journal of Quantitative Anthropology	"CSALLB, CSASA"		Journal	Inactive	"1995-1996, 1991-1993 "	Not OA						Kluwer Academic Publishers	Netherlands	Western Europe (incl. Israel)	Social Sciences	Psychology	Mathematics	Arts and Humanities	Social Sciences							
5800172155	10955046 	15506843 	Journal of Radio Studies	CSAWPS	Added	Journal	Inactive	"2007, 2000 "	Not OA						"Lawrence Erlbaum Associates, Inc."	United States	North America	Social Sciences	Social Sciences										
5800169851	15225658 		Journal of Religion & Society	"CSAWPS, CSASA"		Journal	Active	2005-ongoing 	Not OA						Creighton University	United States	North America	Social Sciences	Social Sciences										
5700154019	0022426X		Journal of Research and Development in Education	"CSASSA, CSALLB, CSASA"		Journal	Inactive	"2000, 1975-1998, 1973-1973 "	Not OA						"College of Education, University of Georgia"	United States	North America	Social Sciences	Psychology	Mathematics	Arts and Humanities	Social Sciences	Health Professions						
5700161552	08901112		Journal of Ritual Studies	"CSAWPS, CSASA"		Journal	Active	2001-ongoing 	Not OA						University of Pittsburgh Press	United States	North America	Social Sciences	Psychology	Social Sciences									
5700163901	14733536		Journal of Romance Studies	"CSAWPS, CSASA, CSABHI"		Journal	Active	2005 2001-2002 	Not OA						Berghahn Books Inc.	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5700181035	15347273		Journal of School Social Work	"CSASSA, CSASA"		Journal	Active	"2004 2000-2002, 1997-1998, 1993-1995, 1986-1991 "	Not OA						Iowa School Social Workers Association	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
11600153743	17402425 		Journal of Security Sector Management	CSAWPS		Journal	Active	2006	Not OA						Cranfield University	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
19700170140	17489423 		Journal of Shi'a Islamic Studies	CSABHI		Journal	Active	2008-ongoing 	Not OA						ICAS Press	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700170923	10682090		Journal of Slavic Linguistics	"CSALLB, CSASA"		Journal	Inactive	"1999-2003, 1993-1995 "	Not OA						Indiana University Linguistics Club	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800169452	13518046		Journal of Slavic Military Studies	CSAWPS		Journal	Active	1993-ongoing 	Not OA						Frank Cass Publishers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences									
5700160347	1025059X		Journal of Social Affairs	"CSASSA, CSAWPS, CSASA"		Journal	Active	2001-2005 	Not OA						Sociological Association of the U A E/Jam'aiyyat al-ljtima'iyyin	United Arab Emirates	"Middle East, Africa"	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Social Sciences	Health Professions						
11600154173	15321282 		Journal of Social Forces	CSASA		Journal	Inactive	1922-1924	Not OA	Continued as	Social Forces				University of North Carolina	United States	North America	Social Sciences	Social Sciences										
5700161566	09718923		Journal of Social Sciences	"CSASSA, CSAWPS, CSASA"		Journal	Active	"2001-ongoing, 1958-1958 "	OA registered						Kamla-Raj Enterprises	India	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Environmental Science	Social Sciences	Health Professions							
5600156898	15291227 		Journal of Social Structure	"CSAWPS, CSASA"		Journal	Active	"2004-ongoing, 2000-2002"	Not OA						Carnegie Mellon University	United States	North America	Social Sciences	Psychology	Mathematics	Social Sciences								
5800207384	15332624		Journal of Social Work in Long-Term Care	CSASSA		Journal	Active	2001-2004 	Not OA						Haworth Social Work Practice Press	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5700163076	15213668		Journal of Social Work Research and Evaluation	"CSASSA, CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA						"Springer Pub. Co.,"	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5800207396	15536947 		Journal of Social Work Values and Ethics	CSASSA		Journal	Active	2004-2006	Not OA						White Hat Communications	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5600157353	14613190	1469963X	Journal of Southern Europe and the Balkans	"CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA						Carfax Publishing Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences									
5600155667	14636204 	14699818 	Journal of Spanish Cultural Studies	"CSALLB, CSAWPS, CSASA"		Journal	Inactive	"2006, 2003, 2000-2001 "	Not OA						Taylor & Francis	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700164391	10594329	15405818	Journal of Supreme Court History	"CSAWPS, CSASA"		Journal	Active	2002-2004 	Not OA						Supreme Court Historical Society	United States	North America	Social Sciences	Social Sciences										
5700162426	11954396		Journal of Systemic Therapies	"CSASSA, CSASA"		Journal	Active	2002-2005 	Not OA						Guilford Press	United States	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
5700154765	07301626		Journal of the American Deafness and Rehabilitation Association	"CSASSA, CSALLB, CSASA"		Journal	Inactive	1988-1997 	Not OA						American Deafness and Rehabilitation Association	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5700163561	14880989		Journal of the Association for Research on Mothering	"CSASSA, CSAWPS, CSASA"		Journal	Active	2004 2001-2002 	Not OA						Association for Research on Mothering	Canada	North America	Social Sciences	Psychology	Agricultural and Biological Sciences	Social Sciences	Health Professions							
5700176241	00400459		Journal of the British Association of the Teachers of the Deaf	"CSALLB, CSASA"		Journal	Inactive	1986-1997 	Not OA	Continued as	Deafness and education				British Association Of Teachers Of The Deaf	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5800164137	00094595		Journal of the Chinese Language Teachers Association	"CSALLB, CSASA"		Journal	Inactive	1972-2000 	Not OA						Chinese Language Teachers Association	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5900152758	02609568		Journal of the Decorative Arts Society 1850 to the Present	"CSAART, CSADAA"		Journal	Active	1985-ongoing 	Not OA						Decorative Arts Society	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800207627	13513095		Journal of the English Place-Name Society	CSALLB		Journal	Active	"2005, 1994-2003 "	Not OA						English Place-Name Society	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities									
5700154147	00176087		Journal of the Gypsy Lore Society	"CSALLB, CSASA"		Journal	Inactive	1991-1999 	Not OA	Continued as	Romani Studies				Gypsy Lore Society	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5600153401	03642976		Journal of the Hellenic Diaspora	"CSALLB, CSASSA, CSAWPS, CSASA"		Journal	Inactive	"2002-2003, 1999, 1996-1997, 1993-1994, 1991, 1986-1989, 1975-1984 "	Not OA						Pella Publishing Company	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800209441	10716157		Journal of the Imagination in Language Learning	CSALLB		Journal	Inactive	"2000-2001, 1997, 1993-1995 "	Not OA						Conference on the Role of the Imagination in Second Language Acquisition	United States	North America	Social Sciences	Psychology	Arts and Humanities									
5600153143	00194387		Journal of the Indian Anthropological Society	"CSALLB, CSASSA, CSAWPS, CSASA"		Journal	Active	"1995-2005, 1992-1993, 1979-1990, 1973-1975 "	Not OA						Indian Anthropological Society	India	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Arts and Humanities	Social Sciences						
14000155874	19309031 		Journal of the National Council of Less Commonly Taught Languages	CSALLB		Journal	Active	2004-ongoing 	Not OA						National African Language Resource Center	United States	North America	Social Sciences	Arts and Humanities										
5800209471	09509585		Journal of the Simplified Spelling Society	CSALLB		Journal	Inactive	"1994-2002, 1987-1989 "	Not OA						Simplified Spelling Society	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
6500153107	00371475		Journal of the Society for Psychical Research	CSABHI		Journal	Active	"2002-ongoing, 1998-2000, 1996, 1967-1994 "	Not OA						Society for Psychical Research	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700164337	14766825 		Journal of Tourism and Cultural Change	"CSAWPS, CSASA"	Added	Journal	Active	"2006-ongoing, 2003-2004"	Not OA						Channel View Publications	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences	Environmental Science									
19700170162	15587282 		Journal of Translation	CSALLB		Journal	Active	2005-ongoing 	Not OA						SIL International	United States	North America	Social Sciences	Arts and Humanities										
5800208069	10554513		Journal of Translation and Textlinguistics	CSALLB		Journal	Inactive	"2002-2003, 1995-2000 "	Not OA						SIL International	United States	North America	Social Sciences	Psychology	Arts and Humanities									
19900190827	15486591 		Journal of US-China Public Administration	"CSAWPS, CSASA"	Added	Journal	Active	2008-ongoing 	Not OA						David Publishing Company	United States	North America	Social Sciences	Social Sciences										
