Sourcerecord id 	ISSN	E-ISSN	CSA Source Title (publications from CSA databases only available for entitled users)	CSA databases to which CSA-unique journals belong (see second tab for explanation of abbreviations)	Added since last version	Source Type	Active or Inactive	Coverage	"Open Acces status, i.e., registered in DOAJ (www.doaj.org)"	Title history indication	Related title 1	Related title 2	Related title 3	Related title 4	Publisher's Name 	Country 	Region	Classification Top Level	Classification (Primary) Level 1	Classification 2	Classification 3	Classification 4	Classification 5						
5800210066	08883122		Cornell Working Papers in Linguistics	CSALLB		Journal	Inactive	"2001, 1993-1999, 1991, 1988-1988, 1984-1985, 1980-1982 "	Not OA						Cornell University Press	United States	North America	Social Sciences	Psychology	Arts and Humanities									
6200158425	17495032 	17551676 	Corpora	"CSALLB, CSAART"		Journal	Active	2006-ongoing 	Not OA						Edinburgh University Press Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6000160511	02968916		Corpus	"CSALLB, CSAART"		Journal	Active	"2002-2007, 1995"							Association Pour le Corpus des Oeuvres de Philosophie en llangue Francaise	France	Western Europe (incl. Israel)	Social Sciences	Psychology	Computer Science									
5700167864	19312091 	15454452 	Counseling and Clinical Psychology Journal	"CSASSA, CSASA"		Journal	Inactive	2004	Not OA	Continued as	Psychology Journal				Individual Differences Research Group	United States	North America	Social Sciences	Social Sciences										
5900152889	07322569		Country Living	CSADAA		Journal	Inactive	"2001-2003, 1998-1999, 1987-1996 "	Not OA						Hearst Corp	United States	North America	Social Sciences	Arts and Humanities										
19700170253	08944539 		Coyote Papers: Working Papers in Linguistics	CSALLB		Journal	Active	"2007-ongoing, 2004-2005, 2001 "	Not OA						University of Arizona	United States	North America	Social Sciences	Arts and Humanities										
5900153040	08146586		Craft Arts	"CSADAA, CSAART"		Journal	Inactive	1984-1991 	Not OA	Continued as	Craft Arts International				Craft Arts International	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities 										
5900152724	1038846X		Craft Arts International	"CSADAA, CSAART"		Journal	Active	1988-ongoing 	Not OA						Craft Arts International	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5900152971	01587048		Craft Victoria	CSADAA		Journal	Inactive	1995-1996 	Not OA									Social Sciences	Arts and Humanities										
5900152950			Craftwest	CSADAA		Journal	Inactive	1996-1997 	Not OA									Social Sciences	Arts and Humanities										
6000154538	00110876		Creative Camera	CSAART		Journal	Inactive	"1992-2000, 1984-1989 "	Not OA	Continued as	DPICT				Coo Press	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900152709	02621037		Creative Review	"CSAART, CSADAA"		Journal	Active	1987-ongoing 	Not OA						Centaur Communications Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5600154489	03160041		Criminologie	"CSASSA, CSAWPS, CSASA"		Journal	Active	1976-2005 	Not OA	Formerly known as	Acta Criminologica				Presses de l'Universite de Montreal	Canada	North America	Social Sciences	Psychology	Social Sciences	Health Professions								
19700170231	15386473 	17459133 	Criminology & Public Policy	"CSAWPS, CSASA"		Journal	Active	2001-ongoing 	Not OA						Blackwell Publishing Inc.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
19900188033	01409321 		Critica Marxista	"CSAWPS, CSASA"	Added	Journal	Active	2008-ongoing 	Not OA						Editori Riuniti	Italy	Western Europe (incl. Israel)	Social Sciences	Social Sciences	Environmental Science									
19700170320	17523079 		Critical Approaches to Discourse Analysis across Disciplines	CSALLB		Journal	Active	2007-ongoing 	Not OA						University of Hertfordshire	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700167223	17405904 	17405912 	Critical Discourse Studies	"CSALLB, CSAWPS, CSASA"		Journal	Active	2004-2006	Not OA						Routledge	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
12100156088	15427587 		Critical Inquiry in Language Studies	CSALLB		Journal	Active	2006-ongoing 	Not OA						Lawrence Erlbaum Associates Inc.	United States	North America	Social Sciences	Arts and Humanities										
14000156194	14714167 		Critical Psychology	CSALLB		Journal	Active	2007-ongoing 	Not OA						Macquarie University. Dept. of Psychology	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
14000156194	14714167 		Critical Psychology	CSALLB		Journal	Inactive	2007	Not OA						Macquarie University. Dept. of Psychology	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5600153503	13698230	17438772	Critical Review of International Social and Political Philosophy (CRISPP)	"CSASSA, CSAWPS, CSASA"		Journal	Active	1998-ongoing 	Not OA						Frank Cass Publishers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Social Sciences							
5600155262	0923411X		Critical Studies	"CSALLB, CSAWPS, CSASA"		Journal	Active	"2004-ongoing 2000-2002, 1996-1998, 1993, 1989-1990 "	Not OA						Editions Rodopi	Netherlands	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Environmental Science	Social Sciences							
6500153168	00111570 	17522293 	Critical Survey	CSABHI		Journal	Active	2005-ongoing	Not OA						Berghahn Books	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5600153249	00111600		Critique (FR)	"CSALLB, CSAWPS, CSASA"		Journal	Inactive	"1976-2002, 1972-1972, 1970-1970 "	Not OA						Editions de Minuit	France	Western Europe (incl. Israel)	Social Sciences	Psychology	Environmental Science	Arts and Humanities	Social Sciences	Computer Science						
5600153508	10669922		Critique: Critical Middle Eastern Studies	"CSASSA, CSAWPS, CSASA"		Journal	Active	"2003-2004, 1999-2001, 1995-1997 "	Not OA						Carfax Publishing Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences									
5600155515	13311182		Croatian International Relations Review	"CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA						Institute for International Relations	Croatia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Social Sciences										
17700155492	18456839		Croatica et Slavica Iadertina	CSALLB		Journal	Inactive	2005-2006							Sveuciliste u Zadru	Croatia	Eastern Europe (incl. Russia and CIS)	Social Sciences	Arts and Humanities										
18500159600	0011202X		Crossroads	CSAWPS		Journal	Inactive	"1995-1996, 1989, 1986-1987 "																					
5700157072	16789431		CTJ Journal	"CSALLB, CSASA"		Journal	Active	"2004, 1988-2002 "	Not OA						House Thomas Jefferson	Brazil	Central & South America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions	Computer Science						
5800208016	11319070	19882637	Cuadernos de filologia clasica: estudios griegos e indoeuropeos	CSALLB		Journal	Active	1993-2005 	Not OA						Editorial Complutense	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Computer Science								
5800207949	11319062 	19882343 	Cuadernos de Filologia Clasica: Estudios Latinos	CSALLB		Journal	Active	2000-ongoing 	Not OA						Universidad Complutense de Madrid	Spain	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800207770	11339527 	19882394 	Cuadernos de Filologia Italiana	CSALLB		Journal	Active	2000-ongoing	Not OA						"Servicio de Publicaciones, Universidad Complutense"	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities (all)									
5800209792	02110547	1699292X	Cuadernos de Investigation Filologica	CSALLB		Journal	Inactive	"1999-2001, 1987-1992, 1985-1985 "	Not OA						Universidad de La Rioja	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities									
5600155273	11318635		Cuadernos de Relationes Laborales	"CSASSA, CSAWPS, CSASA"		Journal	Active	2000-2004 	Not OA						Universidad Complutense de Madrid	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Social Sciences									
5600155272	02140314		Cuadernos de Trabajo Social	"CSASSA, CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA						Universidad Complutense de Madrid	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Mathematics	Social Sciences	Health Professions							
5600152969	01851659		Cuicuilco	"CSALLB, CSAWPS, CSASA"		Journal	Active	1997-2004 	Not OA						Escuela Nacional de Antropologia e Historia	Mexico	Central & South America	Social Sciences	Psychology	Agricultural and Biological Sciences	Environmental Science	Arts and Humanities	Social Sciences						
5700163981	10973087		Cultural Logic: An Electronic Journal of Marxist Theory and Practice	"CSAWPS, CSASA"		Journal	Active	2002-2005 	OA registered						Cultural Logic	United States	North America	Social Sciences	Psychology	Social Sciences									
5700167003	17432197		Cultural Politics	"CSAWPS, CSASA, CSABHI"		Journal	Active	2005-ongoing 	Not OA						Berg Publishers	United States	North America	Social Sciences	Arts and Humanities	Social Sciences									
5700167676	09548963	14693690	Cultural Trends	"CSAART, CSASA"		Journal	Active	"2004-ongoing, 1998-2002 "	Not OA						Policy Studies Institute	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities	Social Sciences									
5700169118	0229009X		Culture	"CSALLB, CSASA"		Journal	Inactive	1994-1996 	Not OA	Incorporated	Anthropologica				Societe Canadienne	Canada	North America	Social Sciences	Psychology	Environmental Science	Arts and Humanities	Social Sciences							
5700163990	14755610		Culture and Religion	"CSAWPS, CSASA, CSABHI"		Journal	Active	"2003-2005, 1998-1999, 1994-1995, 1986-1992 "	Not OA						Curzon	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities	Agricultural and Biological Sciences	Social Sciences								
6500153127	00113212		Current Archaeology	CSABHI		Journal	Active	"2004-ongoing 2001-2002, 1999, 1996 "	Not OA						A.R.L. Selkirk	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800172260	10677542		CURRENT DIGEST OF THE POST-SOVIET PRESS	CSAWPS		Journal	Inactive	"1997-1998, 1993 "	Not OA						The Current Digest of the Soviet Press	United States	North America												
5600153141	13520520		Current Issues in Language & Society	"CSALLB, CSASSA, CSAWPS, CSASA"		Journal	Inactive	1994-2000 	Not OA						Multilingual Matters Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
6500153122	17455820		Current World Archaeology	CSABHI		Journal	Active	2004-ongoing 	Not OA						Current Publishing Ltd.			Social Sciences	Arts and Humanities										
5700171852	0726416X		Curriculum and Teaching	"CSALLB, CSASSA, CSASA"		Journal	Active	"2004 2001, 1998-1999, 1986-1996 "	Not OA						James Nicholas Publishers	Australia	Australia/New Zealand	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5700154171	09659757		Curriculum Studies	"CSASSA, CSALLB, CSASA"		Journal	Inactive	1993-1997 	Not OA	Continued as	"Pedagogy, Culture & Society"				Triangle Journals Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5600156069	1577533X		Cursos de Derecho Internacional y Relaciones Internacionales de Vitoria-Gasteiz/Vitoria-Gasteizko Nazioarteko Zuzenbide eta Nazioarteko Harremanen Ikastaroak	"CSAWPS, CSASA"		Journal	Active	2000-2004 	Not OA						Servicio Editorial De La Universidad Del Pais Vasco	Spain	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
6000152746	17117682		CV - ciel variable	CSAART		Journal	Active	2003-ongoing 	Not OA	Formerly known as	CV Photo				Les Productions Ciel Variable	Canada	North America	Social Sciences	Arts and Humanities										
6000153085	11969261		CV Photo	CSAART		Journal	Inactive	"2001-2003, 1995, 1993 "	Not OA	Continued as	CV - ciel variable				Productions Ciel Variable	Canada	North America	Social Sciences	Arts and Humanities										
6500153187	00114421		Cylchgrawn Llyfrgell Genedlaethol Cymru - National Library of Wales Journal	CSABHI		Journal	Active	"2005, 1996-1997, 1968-1994 "	Not OA						Council of the National Library of Wales	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6000152717	10728600		Daguerreian Society Newsletter	CSAART		Journal	Active	1994-2006 	Not OA						Daguerreian Society	United States	North America	Social Sciences	Arts and Humanities										
5600155913	1008407X		Dalian Ligong Daxue Xuebao (Shehui Kexue Ban)/Journal of Dalian University of Technology (Social Sciences Edition)	"CSALLB, CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA						Dalian Ligong Daxue/Dalian University of Technology	China	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
19700170192	1009315X 		Dalian Minzu Xueyuan Xuebao/Journal of Dalian Nationalities University	"CSALLB, CSAWPS, CSASA"		Journal	Active	2007-ongoing 	Not OA						Zhongguo xue shu qi kan (guang pan ban) dian zi za zhi she	China	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Arts and Humanities										
5900152843	09022163		Dansk Kunsthandvaerk	CSADAA		Journal	Inactive	1996-2003 	Not OA	Continued as	KUNSTUFF				Danske Kunsthaandvaerkere/Danish Arts and Crafts Association	Denmark	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5600152912	09055908		Dansk Sociologi	"CSASSA, CSAWPS, CSASA"		Journal	Active	"1997-ongoing, 1992-1995 "	Not OA						Dansk Sociologi	Denmark	Western Europe (incl. Israel)	Social Sciences	Psychology	Mathematics	Agricultural and Biological Sciences	Environmental Science	Social Sciences						
5800207973	16006038		Danske talesprog	CSALLB		Journal	Active	2000-2005 	Not OA						Kobenhavns Universitets Institut for dansk Dialektforskning	Denmark	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities									
6000152871	00116726		D'Ars	CSAART		Journal	Active	1986-2004 	Not OA						D'Ars	Italy	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
6000152904	00043389		de Arte	CSAART		Journal	Active	1995-2005 	Not OA						University of South Australia	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5800209326	00324205		De Pompebleden	CSALLB		Journal	Inactive	1995-2002 	Not OA						Stichting Algemiene Fryske Underrjocht Kommisje	Netherlands	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities									
81924	13664379		Deafness and education	CSALLB		Journal	Inactive	1997-1998 	Not OA	Continued as	Deafness and Education International	Journal of the British Association of the Teachers of the Deaf			Whurr Publishers Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5900153158	14050439	16054822	DeDiseno	"CSAART, CSADAA"		Journal	Inactive	"1999-2003, 1987-1987 "	Not OA						Grupo Malabar	Mexico	Central & South America	Social Sciences	Arts and Humanities										
5800169484	14702436	17439698	Defence Studies	CSAWPS		Journal	Active	2002-2005 	Not OA						Frank Cass Publishers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5800171103	07430175		Defense Analysis	CSAWPS		Journal	Inactive	"2001, 1986-1991 "	Not OA						Brassey's Defence Publishers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
6000154559			Dekorativnoe Iskusstvo	CSAART		Journal	Active	"2005 2000-2001, 1987-1996 "	Not OA						Izdatel'stvo D I - D I K	Russian Federation	Eastern Europe (incl. Russia and CIS)	Social Sciences	Arts and Humanities										
11600153671	17419166 		Democracy and Security	CSAWPS		Journal	Active	2006	Not OA						Taylor and Francis	United States	North America	Social Sciences	Social Sciences										
11600153714	15529606 		Democracy at Large	CSAWPS		Journal	Inactive	2005-2006 	Not OA						International Foundation for Election Systems	United States	North America	Social Sciences	Social Sciences										
11600153458	19318693 		Democracy: A Journal of Ideas	CSAWPS		Journal	Active	2006-ongoing	Not OA						"Democracy, a Journal of Ideas, Inc."	United States	North America	Social Sciences	Social Sciences										
5700154519	03402258		Der Deutschunterricht	"CSALLB, CSASA"		Journal	Inactive	"1996-2002, 1972-1989 "	Not OA						E. Klett	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions	Computer Science						
5800161628	0038884X		Der Staat	"CSAWPS, CSASA"		Journal	Active	"2001-2005, 1966-1966 "	Not OA						Duncker und Humbolt	Germany	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
19900191405	01210483 		Derecho Penal y Criminologia	CSASA	Added	Journal	Active	2009-ongoing 	Not OA						Universidad Externado de Colombia	Colombia	Central & South America	Social Sciences	Social Sciences										
5600155084	11329947		Dereito: Revista Xuridica da Universidade de Santiago de Compostela	"CSAWPS, CSASA"		Journal	Active	2000-2005 	Not OA						"Universidad de Santiago de Compostela, Servicio de Publicacions"	Spain	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5600152985	14059274		Desacatos	"CSAWPS, CSASA"		Journal	Active	1999-ongoing 	Not OA						Centro de Investigaciones y Estudios Superiores en Antropologia Social	Mexico	Central & South America	Social Sciences	Psychology	Environmental Science	Social Sciences								
5700175554	07375344		Design Book Review	"CSAART, CSADAA, CSASA"		Journal	Inactive	"1999-2001, 1994-1997, 1986-1992 "	Not OA						Design Book Review	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5900152841	09069194		Design DK	"CSAART, CSADAA"		Journal	Inactive	1991-2002 	Not OA	Continued as	Designmatters				Dansk Design Center	Denmark	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900152797	13203088		Design Graphics	"CSAART, CSADAA"		Journal	Active	1993-2005 	Not OA	Continued as	DG Magazine				Design Graphics Pty. Ltd.	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5900152993	14739615		Design History Society Newsletter	CSADAA		Journal	Inactive	"1998, 1987-1992 "	Not OA									Social Sciences	Arts and Humanities										
5900152728	10457194		Design Management Journal	CSADAA		Journal	Active	1989-ongoing 	Not OA						Design Management Institute	United States	North America	Social Sciences	Arts and Humanities										
5900152864	14487136 		Design Philosophy Papers Collection	CSADAA		Journal	Active	2004-2006	Not OA						Team Developing Ecological Sustainment	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5900152722	09323724		Design Report	CSADAA		Journal	Active	"1992-ongoing, 1989-1990 "	Not OA						Inland-Presse-Vertrieb	Germany	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
12100156229			"Design Report, suppl. Design Report Special"	CSADAA		Journal	Active	2008-ongoing	Not OA						Inland-Presse-Vertrieb	Germany	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900153106	09141103		Design Scene	"CSAART, CSADAA"		Journal	Inactive	1988-1996 	Not OA						Japan Design Foundation/Kokusai Dezain Koryu Kyokai	Japan	Asia Pacific (without Russia/CIS and Middle East)	Social Sciences	Arts and Humanities										
5900152702	09503676		Design Week	"CSAART, CSADAA"		Journal	Active	1986-ongoing 	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
12100156213	09503676 		"Design Week, suppl. Design Week Awards 2008"	CSADAA		Journal	Active	2008-ongoing	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
11600153464	09503676 		"Design Week, suppl. Digital design"	CSADAA		Journal	Active	2007-ongoing	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
12100156246	09503676 		"Design Week, suppl. Hot Fifty"	CSADAA		Journal	Active	2008-ongoing	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
12100156104	09503676 		"Design Week, suppl. Prototyping & Modelling"	CSADAA		Journal	Active	2008-ongoing	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
12100156244	09503676 		"Design Week, suppl. Publishing & Design"	CSADAA		Journal	Active	2008-ongoing	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
14000155904	09503676 		"Design Week, suppl. Retail & Design"	CSADAA		Journal	Active	2008-ongoing 	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
12100155719	09503676 		"Design Week, suppl. Vision 2008"	CSADAA		Journal	Active	2008-ongoing	Not OA						Centaur Publishing	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900152963	08106029		Design World	"CSAART, CSADAA"		Journal	Inactive	1983-1996 	Not OA						Katwood Park	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5900152738	00119423		Designer	CSADAA		Journal	Active	2003-ongoing 	Not OA						Society of Industrial Artists and Designers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900152746	16031059		Designmatters	"CSAART, CSADAA"		Journal	Active	"2001-ongoing, 1976-1976 "	Not OA	Formerly known as	Design DK				Dansk Design Center	Denmark	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900152716	13229230		Desktop	CSADAA		Journal	Active	2004-ongoing 	Not OA						Niche Media Pty Ltd	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
5800215128	00119741		Deutsch als Fremdsprache	CSALLB		Journal	Inactive	1972-1996 	Not OA						Langenscheidt	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5800209347	16198433 		Deutsch als Zweitsprache	CSALLB		Journal	Active	"2007-ongoing, 2001-2002"	Not OA	Formerly known as	Bildungsarbeit in der Zweitsprache Deutsch				Schneider Verlag	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities (all)									
5800210142	03413675		Deutsch lernen	CSALLB		Journal	Inactive	1994-2000 	Not OA						Schneider Verlag	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800211445	14619245		Deutsch: Lehren und Lernen	CSALLB		Journal	Inactive	1998-2000 	Not OA	Formerly known as	German Teaching				Association for Language Learning	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800215081	10164367		Deutschunterricht im Sudlichen Afrika	CSALLB		Journal	Inactive	1995-1997 	Not OA						"University of Stellenboch, Department of Modern Foreign Languagess"	South Africa	"Middle East, Africa"	Social Sciences	Psychology	Arts and Humanities									
5900152882	13203088		DG Magazine	CSADAA		Journal	Active	2006-ongoing 	Not OA	Formerly known as	Design Graphics				Design Graphics Pty. Ltd.	Australia	Australia/New Zealand	Social Sciences	Arts and Humanities										
12100156393	1812304X 		DI	CSADAA		Journal	Active	2007-ongoing	Not OA						Soiuz Khudozhnikov SSSR	Russian Federation	Eastern Europe (incl. Russia and CIS)	Social Sciences	Arts and Humanities										
5800213105	09829644		Diagonales	CSALLB		Journal	Inactive	1993-1998 	Not OA	Incorporated	Le Francais dans le Monde				Editions Classiques d'Expression Francaise (EDICEF)	France	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800209673	10583858		Dialog on Language Instruction	CSALLB		Journal	Inactive	"1999-2000, 1997, 1994-1995 "	Not OA						"United States Defense Language Institute, Foreign Language Center, Presidio of Monterey"	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5700168970	11921854		DIANOIA	"CSALLB, CSASA"		Journal	Inactive	1990-1996 	Not OA						Augustana University College	Canada	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5800207631	02122952 	19882556 	DICENDA. Cuadernos de filologia hispanica	CSALLB		Journal	Inactive	2000-2007 	Not OA						Universidad Complutense de Madrid	Spain	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5800208254	01976745		Dictionaries	CSALLB		Journal	Active	"2004, 1996-2002, 1990 "	Not OA						Dictionary Society of North America	United States	North America	Social Sciences	Psychology	Arts and Humanities	Computer Science								
5800208001	11300531	19882548	Didactica (Lengua y Literatura)	CSALLB		Journal	Active	2004-2005 2000-2002 	OA registered						Universidad Complutense de Madrid	Spain	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences								
5600155327	03400255		Die Friedens-Warte	"CSAWPS, CSASA"		Journal	Active	1996-2004 	Not OA						Berlin Verlag Volk Und Gesundheit	Germany	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5800154592	0376401X		Die Sprache	"CSALLB, CSASA"		Journal	Active	"2004 2002, 1994-2000, 1991, 1972-1987 "	Not OA						A. Sexl	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Health Professions							
5800208057	0042062X		Die Unterrichtspraxis	CSALLB		Journal	Active	"1975-2005, 1972-1973 "	Not OA						American Association of Teachers of German	United States	North America	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
5700168236	00424498		Die Verwaltung	"CSAWPS, CSASA"		Journal	Active	2001-ongoing 	Not OA						Duncker und Humbolt	Germany	Western Europe (incl. Israel)	Physical Sciences	Environmental Science	Social Sciences									
5700164225	09592296	1557301X	Diplomacy and Statecraft	"CSAWPS, CSASA"		Journal	Active	1993-ongoing 	Not OA						Frank Cass Publishers	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
11600153773	10207287 	15639037 	Disarmament Forum/Forum du Desarmement	CSAWPS		Journal	Active	2006	Not OA						United Nations Institute for Disarmament Research	Switzerland	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5700167536			Disaster Research Center University of Delaware - Preliminary Paper	CSASA		Journal	Active	2004-ongoing 	Not OA						"University of Delaware, Disaster Research Center"	United States	North America	Social Sciences	Social Sciences										
5900152960	11370769		Diseinuz	"CSAART, CSADAA"		Journal	Inactive	"1995-1998, 1989-1993 "	Not OA						Industri Diseinurako Zentrua	Spain	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5900152775	11309458		Diseno Interior	CSADAA		Journal	Active	1995-ongoing 	Not OA						Globus Comunicacion	Spain	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5700154572	0328204X 		Disenso	CSASA		Journal	Inactive	1995-1997	Not OA						Fundacion Cultura et Labor	Argentina	Central & South America	Social Sciences	Social Sciences										
5600153349	09379614		DISKURS	"CSASSA, CSAWPS, CSASA"		Journal	Active	1991-2004 	Not OA						Deutsches Jugendinstitut Verlag	Germany	Western Europe (incl. Israel)	Social Sciences	Psychology	Agricultural and Biological Sciences	Social Sciences	Health Professions							
14000156131	18625002 		Diskurs Kindheits- und Jugendforschung	CSALLB		Journal	Active	2007-ongoing 	Not OA						Barbara Budrich Verlag	Germany	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
5600155983	1600910X		Distinktion - skandinavisk tidsskrift for samfundsteori	"CSAWPS, CSASA"		Journal	Inactive	2000-2003 	Not OA						Aarhus University Press	Denmark	Western Europe (incl. Israel)	Life Sciences	Agricultural and Biological Sciences	Social Sciences									
19900188549	20796595 		Diversities	"CSAWPS, CSASA"	Added	Journal	Active	2009-ongoing 	Not OA						UNESCO; London: Society for Libyan Studies	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences	Psychology									
19900190856	17591422 	17591430 	Diversity in Health and Care	CSASA	Added	Journal	Active	2009-ongoing 	Not OA						Radcliffe Medical Press Ltd.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5700166747	17431913 	17434904 	Diversity in Health and Social Care	"CSASSA, CSASA"		Journal	Active	"2008-ongoing, 2004-2005 "	Not OA						Radcliffe Pub.	United Kingdom	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5800208245	13888951		Document Design	CSALLB		Journal	Inactive	"2002-2003, 1999-2000 "	Not OA						John Benjamins Publishing Company	Netherlands	Western Europe (incl. Israel)	Social Sciences	Psychology	Arts and Humanities	Social Sciences	Computer Science							
12100155724	04178106 		Documentacion Social	CSASA		Journal	Active	2006-ongoing 	Not OA						Caritas Espanola	Spain	Western Europe (incl. Israel)	Social Sciences	Social Sciences										
5800217974	01652524 		Documents sur l'Esperanto	CSALLB		Journal	Inactive	"2006, 1996-1997, 1986-1988, 1982-1984 "	Not OA						Universala Esperanto-Asocio	Netherlands	Western Europe (incl. Israel)	Social Sciences	Arts and Humanities										
